,SEG_ID,pointId,Animal,Archway,Bicyclist,Bridge,Building,Car,CartLuggagePram,Child,Column_Pole,Fence,LaneMkgsDriv,LaneMkgsNonDriv,Misc_Text,MotorcycleScooter,OtherMoving,ParkingBlock,Pedestrian,Road,RoadShoulder,Sidewalk,SignSymbol,Sky,SUVPickupTruck,TrafficCone,TrafficLight,Train,Tree,Truck_Bus,Tunnel,VegetationMisc,Void,Wall
0,220064,000613,0,0,50,700,65634,28870,69,2,3328,2292,857,0,15866,6,2392,9155,630,292464,2381,26614,131,81287,1304,11,1,0,334138,67,0,114402,44700,21225
0,341475,003803,6,24,11044,31,361419,32819,60,12,3657,2531,439,0,27126,1,4464,27124,579,34353,67,12129,13,90469,618,50,0,0,192706,1436,0,153555,84806,7038
0,760887,006662,0,122,327,1320,100859,12683,0,0,752,6181,377,0,40463,0,63,31381,12,44105,27,282,4,183094,2002,9,41,0,334647,1709,0,192653,93131,2332
0,860805,006519,0,4,92,1053,75464,3829,0,0,1977,101,1074,0,25455,0,10,17675,13,234543,264,811,380,213320,1137,0,41,0,297296,33,0,95697,75120,3187
0,740081,008448,1,25,20,835,35264,33376,0,0,883,853,704,0,50066,0,193,52718,10,123102,5196,26136,30,90811,2480,188,7,0,382075,249,0,171242,66322,5790
0,640982,001454,0,27,397,2592,119106,17545,0,0,737,11193,61,0,35611,0,137,33712,50,29560,48,762,4,265869,9983,22,8,0,230524,1539,0,123356,126173,39560
0,1060621,006464,1,0,76,1134,97821,6436,0,0,1638,3745,2477,3,3389,0,96,11377,56,188842,3889,14355,2,349054,5327,0,0,0,185190,3315,0,34636,116763,18954
0,401776,009381,1,4,1985,705,194792,26927,0,1,7861,2185,597,15,9640,0,619,13047,585,82201,1712,8771,534,345042,8816,189,156,0,133772,5096,0,71106,91872,40345
0,861895,012039,2,1,153,1959,150296,15000,0,0,4412,19819,1147,1,663,0,67,9775,412,54649,2845,9754,0,408900,6347,0,0,0,120389,10468,0,76591,110789,44137
0,980442,004467,1,3,264,101,56272,34226,4,0,743,1238,1748,0,6248,0,26,11567,34,265473,701,20443,11,254900,2837,5,0,0,251548,96,0,52654,75433,12000
0,620275,007291,1,536,1840,581,142230,14266,0,0,4186,1801,2929,0,62681,0,1218,24324,1143,121464,835,34038,58,97645,3133,69,29,0,193745,2687,0,192103,125724,19310
0,640332,008384,1,222,0,175,22141,17674,0,0,851,12173,172,0,107388,0,101,35756,11,66531,231,21807,6,86749,79,40,4,0,321651,238,0,273847,66531,14197
0,960347,006515,0,0,73,1588,94550,4099,3,0,1059,4835,186,0,4787,0,616,11141,271,71612,124,1421,21,296784,3510,0,23,0,311251,3120,0,133989,62243,41270
0,441320,005325,9,6,2641,1156,149883,6017,4,0,4706,11265,34,0,33967,0,787,10746,5157,10310,142,1311,35,251599,3915,3,882,0,262348,5362,0,92301,127033,66957
0,421001,003104,17,0,1398,508,98680,82267,10,0,691,8060,6,0,30130,7,3271,13227,1066,186368,926,21475,0,105443,6504,189,1,0,301746,1006,0,103138,68404,14038
0,820605,004894,0,19,712,88,13355,14227,0,0,256,230,5226,4,51204,1,687,29991,6,193245,1129,5444,6,134005,304,138,5,0,311389,60,0,229006,56293,1546
0,641091,003322,0,0,1988,1132,283682,414,0,20,5797,10300,4,0,7461,0,1854,2246,1431,5938,117,670,26,211842,1991,0,30,0,222528,836,0,153795,65359,69115
0,240164,003736,0,0,4923,107,250049,59295,0,0,5875,7038,378,0,6255,0,2155,10032,1309,105087,765,37557,8,289130,8115,0,86,0,55140,6790,0,36704,102483,59295
0,500175,011433,0,0,13,1096,45717,1190,0,0,2708,51,293,2,18442,0,0,17478,438,179536,452,7403,1,170996,1032,4,1,0,310265,647,0,237152,43447,10212
0,620872,007520,4,3,3010,257,112432,34698,1,0,1389,1137,653,11,5550,0,8809,40851,2734,156868,6444,21392,1,125067,4383,0,0,0,307685,1491,0,147698,53495,12513
0,860799,005821,2,27,456,1014,32435,36525,0,0,994,688,224,0,67575,0,112,14712,1,79340,40,555,12,208286,8229,33,1,0,326529,599,0,212609,48778,8800
0,741801,012143,5,3,10169,648,189461,66024,8,0,2241,4189,3628,131,3961,0,1500,18179,2469,134992,1961,5319,110,291147,11517,156,21,0,109996,4696,0,41915,119802,24328
0,620138,007232,1,0,1146,560,228715,12630,55,107,8324,450,3881,0,14546,0,2305,5593,460,212179,1240,30076,168,141247,2179,2,3,0,193746,1247,0,101049,66265,20402
0,840185,008544,0,2,1402,2123,98788,10965,11,0,1210,1514,43,0,10648,0,245,46967,73,140272,343,5622,112,196072,4040,0,8,0,247645,742,0,196983,69383,13363
0,760568,007039,0,0,4221,98,230407,18626,5,0,6222,710,1815,0,37662,0,537,29954,681,186971,1367,24100,162,262623,7613,0,249,0,66758,1497,0,54585,93965,17748
0,840152,008985,0,3,2349,948,132916,35235,0,0,2073,4525,127,0,18651,0,2219,21666,151,155781,1678,25528,29,181389,4479,3,0,0,264549,781,0,86223,76043,31230
0,761981,007146,0,0,28,1401,77304,25985,0,0,2377,17557,388,0,8878,0,236,4551,40,20145,13320,5834,0,392181,9072,0,0,0,179482,65797,0,122350,81632,20018
0,860453,008176,0,0,2582,347,80974,19222,0,0,4839,2177,251,0,2009,0,254,9809,359,26570,1334,9104,0,418985,7473,0,6,0,277309,6008,0,47014,72872,59078
0,880091,004487,0,2,3450,371,150580,34635,0,0,2982,3664,14,0,4806,0,502,13041,232,117850,1357,6306,0,381039,17833,0,0,0,91741,17455,0,93587,83849,23280
0,980386,004420,3,4,414,3907,58146,9543,0,0,1830,1048,1864,1,22890,0,314,45274,11,148065,823,9640,48,124596,5132,16,8,0,271024,24,0,249554,82765,11632
0,522023,001136,3,5,97,790,276893,3341,0,0,1484,875,245,0,10307,0,248,28081,4,69513,42,12686,41,161906,2551,18,5,0,241080,736,0,132084,100464,5077
0,760970,006918,0,25,3996,3657,233800,19639,22,1,3578,722,160,0,23950,0,1179,11118,2002,52897,517,4219,26,185603,3900,217,1,0,182819,4819,0,163964,94677,51068
0,980062,004472,1,0,213,316,86160,46353,32,0,2881,2863,25,0,9850,0,706,17076,186,209262,1850,12613,3,217682,10750,99,4,0,293544,1766,0,66533,53195,14613
0,621418,007762,43,0,126,4982,224188,4097,0,0,2195,3878,744,39,14714,0,1941,27180,156,144111,633,11781,23,187191,1034,13,1,0,145690,407,0,194499,60403,18507
0,861898,008089,2,0,2741,1761,195276,7171,16,0,8121,20707,447,0,4356,0,785,8493,1423,42358,2193,17510,474,402207,9231,0,458,0,81058,9981,0,32848,116967,81992
0,641830,001409,0,0,428,505,229421,13620,0,0,5447,318,163,0,5107,0,178,7220,170,157027,279,69288,72,302106,10490,0,138,0,145408,1360,0,14015,68671,17145
0,880451,006895,0,15,444,227,81472,30434,2,0,437,3280,419,0,55883,0,1576,19083,553,45367,755,10754,12,170249,9218,34,8,0,330675,3115,0,179951,96896,7717
0,440763,010763,22,0,3200,1892,371599,11043,5,7,3508,1518,1950,0,17852,0,158,8798,533,106264,449,38385,245,171758,4055,585,0,0,139727,1117,0,72532,73886,17488
0,761589,007875,0,0,571,619,65494,45320,0,0,4331,7303,396,0,2040,0,444,15565,652,65428,2015,14769,0,387588,17419,40,33,0,170807,16635,0,74108,94236,62763
0,741114,008725,0,1,228,309,96615,42555,0,0,4018,3382,191,0,2682,0,485,11037,425,181785,471,26283,17,224849,3572,1,15,0,257386,2133,0,86566,66489,37081
0,980533,008372,0,1,1080,145,92558,9379,0,0,603,5013,9,0,20851,0,531,2368,537,7786,25,10166,7,262537,2959,0,1,0,288971,5252,0,197755,69966,70076
0,620975,007434,1,185,8,718,81612,3563,3,0,449,7596,40,0,63166,0,6,26968,14,170475,1131,27759,13,72879,1713,79,0,0,209243,172,0,338768,35300,6715
0,322552,000622,60,1,7934,664,231071,17393,0,0,8640,1321,8660,1,23531,0,1089,20015,1341,94486,392,55455,121,194865,5242,265,1014,0,112117,890,0,130131,116774,15103
0,980434,004460,1,13,2724,118,104597,58543,224,0,5100,6683,462,0,2792,0,1875,18089,2891,173332,1441,16660,0,389413,15731,11,1,0,41388,6726,0,43207,117031,39523
0,860454,010560,6,1,513,3400,81224,41425,5,0,4582,3186,5422,0,8224,0,243,20947,537,129743,5556,34324,12,285063,19075,327,1,0,203911,5656,0,61343,107057,26793
0,760579,001476,0,4,97,103,112131,8290,0,0,3292,3248,501,0,4842,0,360,15927,145,173880,2619,38799,62,251403,1546,0,1,0,165612,1109,0,130809,91180,42616
0,621010,007546,15,4,52,2560,43476,3202,0,0,1443,4656,2063,1,10136,0,3319,20954,138,268095,4351,38799,3,134031,1029,0,1,0,368722,492,0,77762,46643,16629
0,640904,003379,1,1,2410,567,144954,12699,41,0,2405,403,57,330,16739,0,4383,35854,861,54364,1961,13883,42,150616,2511,67,37,0,281446,2179,0,206652,84454,28659
0,500383,001094,3,239,0,1406,24852,12400,0,0,565,1119,1265,0,72250,0,374,49629,5,96786,258,3645,41,82637,154,158,5,0,431102,323,0,197078,71439,843
0,621271,007433,0,3,93,1127,24055,3753,7,0,884,2176,0,0,11117,0,133,36932,89,180956,1593,31454,7,91059,344,0,9,0,360818,109,0,241792,46263,13803
0,321186,000389,5,0,3608,321,168765,68146,17,0,4647,5411,298,9,17487,0,4130,9983,1150,192688,670,41575,2,154030,5013,21,0,0,197253,2138,0,72845,77681,20683
0,421956,000158,70,88,1054,126,304267,21171,68,27,3728,1754,4165,0,109670,0,3024,26549,1265,136058,1779,39836,39,54341,1358,413,1,0,140825,62,0,147830,40027,8981
0,960493,006104,0,552,1,1446,44932,5892,1,0,617,402,86,0,16655,0,74,18055,181,128651,496,24600,7,216285,1769,108,178,0,253572,151,0,199299,76405,58161
0,980513,004353,2,1,407,590,240645,5867,45,161,4462,17528,215,0,22831,0,154,16178,582,63439,129,20662,39,170513,1861,264,49,0,219086,688,0,135208,114646,12324
0,320184,002492,0,3,578,312,124975,27261,78,12,3435,3773,182,0,5577,7,2502,16600,629,289175,2924,25847,36,196375,5662,0,24,0,165675,124,0,70362,89444,17004
0,721203,011058,0,507,233,139,60735,9972,3,0,443,7251,4647,0,79453,0,307,22864,6,124301,40,21863,43,29658,344,53,2,0,356673,571,0,280661,39222,8585
0,860975,004107,0,8,57,306,25879,8898,0,0,788,1605,1839,0,35763,0,162,38665,35,146294,2621,20147,3,72944,955,35,0,0,417144,122,0,221033,46153,7120
0,740293,008852,3,0,2652,1397,117882,27759,0,0,6069,35732,1645,60,6504,0,912,12920,480,44972,2389,9789,0,428328,4440,0,5,0,100932,8994,0,88171,89543,56998
0,800172,002422,1,5,5938,1671,86425,19183,4,2,2285,2212,145,0,20597,0,11,48094,25,69133,778,7233,6,278408,8460,18,0,0,214296,3789,0,103174,128724,47959
0,500757,010190,1,39,9,968,110654,10589,0,0,2706,959,2101,108,39839,0,169,38130,46,179394,1803,14197,93,164101,3348,398,1,0,276628,93,0,103531,89135,9536
0,541399,003619,2,0,2897,767,251297,22145,1,1,7899,1816,1391,1,5622,1,3151,13007,1276,86392,1199,18730,14,278278,2179,35,0,0,114187,1044,0,102882,86271,46091
0,640001,010151,0,1,1534,19,127258,73900,0,0,2587,12809,1569,15,11110,0,1404,15637,185,118446,3139,14267,3,325004,12737,0,0,0,98830,19892,0,13611,157862,36757
0,720048,004966,1,9,2297,813,204112,9798,0,0,2361,8286,763,0,53281,0,1624,12608,471,83822,677,7422,13,218531,6036,121,3,0,174543,1678,0,123484,125509,10313
0,760392,006906,0,77,254,1185,129517,11972,0,6,2938,5688,1432,0,36545,0,985,46206,38,108707,646,21150,46,73356,1879,75,8,0,288469,666,0,216093,79689,20949
0,401333,009330,4,0,4860,266,87577,44538,15,0,4530,7882,2328,2,2974,0,1915,10097,2112,91887,2827,15199,15,350031,11030,0,3,0,112965,19324,0,77106,111887,87202
0,820589,004915,0,0,443,1087,109933,16830,7,0,1452,3826,4639,2,9806,0,659,9915,581,155214,2728,15499,27,382990,17447,4,0,0,64411,19434,0,66195,121242,44205
0,621870,010193,0,0,997,623,65241,33874,0,0,2698,6583,1440,0,4803,0,4,4865,515,76042,7541,7619,27,326285,3507,0,7,0,183757,5474,0,145130,100384,71160
0,960582,005959,1,0,9,1898,149809,5045,2,0,1490,841,2520,3,4621,0,1365,10842,63,161265,4904,9059,65,257985,2986,0,1,0,227083,1425,0,131810,61401,12083
0,860594,005839,1,1,15062,4691,198528,20547,33,0,3091,677,134,0,24537,0,875,9552,564,74408,524,421,0,292288,17994,42,6,0,155112,2039,0,132807,77303,17339
0,1080113,004304,4,0,1084,840,79106,11781,0,0,5177,2519,895,0,4015,0,44,8728,243,76570,2427,10408,29,347753,5446,2,7,0,192029,2782,0,142793,90042,63852
0,721921,011709,5,0,1860,569,141119,30715,4,0,5124,5274,7609,0,3622,0,1340,14944,1461,109104,3722,27887,40,331833,8195,2,0,0,102031,5160,0,63372,119496,64088
0,540849,003179,3,4,78,134,324970,7220,1,15,808,21770,268,8,76525,0,466,19194,46,25880,22,4400,14,117064,3548,90,36,0,153828,1286,0,170004,110259,10635
0,620513,007401,0,1,38,779,92188,4148,0,0,2931,1159,522,1,32791,0,43,9416,155,46554,308,3148,121,233184,724,3,1,0,229991,334,0,237164,89610,63262
0,740993,008629,10,0,428,2330,105076,5388,1,0,7155,5566,3404,177,6585,0,191,33682,148,93113,2704,10292,39,289597,1473,5,35,0,180778,150,0,119863,142188,38198
0,880029,004528,1,32,76,333,48953,6236,0,0,2062,1287,681,9,84002,0,812,43607,485,130312,536,19102,32,139172,2257,391,10,0,286333,227,0,207687,70401,3540
0,741370,001275,4,3,1,546,23041,19264,0,0,1124,484,1350,0,58973,0,13,27985,1,188220,803,18334,44,173697,1218,8,0,0,292143,117,0,183244,57397,562
0,880009,005777,0,0,2742,1087,170965,6457,1,0,5825,1129,15,0,17922,0,28,8201,314,28003,36,2883,5,421177,10260,0,12,0,213703,15445,0,72771,47533,22062
0,860199,005985,0,5,5584,2466,119491,27857,57,0,3349,1715,37,0,8974,0,1071,4078,1299,92092,103,6785,9,312564,3798,0,1,0,229756,2968,0,141268,70368,12881
0,442186,011123,0,0,1538,117,304540,8848,3,0,2508,4130,210,0,35226,0,84,3428,48,12496,30,264,267,158331,4144,0,4,0,299374,3931,0,153982,26365,28708
0,720825,004774,3,1,7698,4172,136997,13305,21,1,8208,2213,1760,0,8676,0,2905,20502,762,182243,1864,58375,207,219365,2453,202,0,0,175782,1769,0,71067,115924,12101
0,760513,007029,11,0,3394,215,276817,36949,416,0,3904,1427,97,0,8847,0,2419,9547,1035,98487,66,29931,158,310510,10590,5,0,0,73314,7596,0,54234,87603,31004
0,401658,009355,5,9,2384,1678,252342,21985,9,6,1184,1104,1349,0,51064,0,1166,23835,54,55880,27,12636,24,128546,628,94,2,0,197387,401,0,156499,75239,63039
0,240465,003755,0,0,3745,2143,230002,24210,0,0,3231,32117,57,24,2267,0,629,4068,371,5857,364,1689,173,416781,17260,0,192,0,159884,19699,0,30522,55957,37334
0,641299,001689,0,0,1032,168,66958,52811,0,0,2837,2243,460,0,8320,0,330,21173,28,187018,2066,16593,1,155710,12449,6,3,0,327080,979,0,98162,77551,14598
0,1080464,004200,0,0,4,2877,84211,6713,0,0,1580,2389,91,0,13276,0,15,10085,9,80566,1800,5959,2,248965,7696,1,0,0,270208,847,0,232479,64758,14045
0,321483,010609,0,0,1121,687,373983,464,0,0,7364,8121,6,0,2618,0,25,5523,41,14349,1403,750,95,296810,2894,0,272,0,145346,2811,0,96470,38196,49227
0,861150,006752,1,32,1235,457,53835,35505,1,0,1041,6690,131,0,53376,0,159,27182,27,38541,437,1067,2,200022,7752,61,45,0,305198,7691,0,174929,111637,21522
0,321264,000529,3,0,12010,100,398253,42991,12,3,1922,725,2549,0,5673,0,4802,3502,2485,136107,1275,62747,42,195571,8920,0,1,0,62357,1297,0,28492,64653,12084
0,423312,010906,22,23,248,697,116884,7703,2,0,2189,13052,615,0,94341,1,269,45659,204,23087,92,8379,15,107470,2607,176,1,0,246903,1766,0,249416,74674,52081
0,660882,001780,2,3,2097,16,135747,1352,2,0,5735,2018,2820,3,2904,0,441,13899,322,112292,2365,27872,391,304767,2185,0,2,0,149135,1678,0,59047,125042,96439
0,720971,011892,2,2,188,842,185996,53742,168,0,5023,676,962,4,48638,0,503,20515,83,159999,10939,20469,16,92432,1083,990,1,0,208790,418,0,130141,98035,7919
0,520887,001170,0,4,1426,952,187099,28756,0,0,8436,4066,1829,0,13487,0,1073,8532,824,91846,734,7613,2901,350691,8896,0,681,0,105951,11568,0,78594,98192,34425
0,621820,010009,0,100,550,684,109758,9614,18,13,4760,9622,1574,0,31412,0,981,7395,502,273932,58,23310,179,149064,1080,8,6,0,202218,1638,0,119274,94612,6214
0,762691,007970,5,7,7679,1722,90888,17812,1,10,2004,3469,25,0,51355,0,202,11696,87,2962,7,411,11,243767,5527,1,5,0,265534,1063,0,239128,75497,27701
0,420446,009437,7,1,568,454,152932,12791,0,0,7748,1905,2646,2,26845,0,31,14660,495,184046,2515,30420,115,246483,4597,53,3,0,124985,1550,0,42829,152452,37443
0,741084,008655,0,0,1391,1151,197457,43876,0,0,4082,15248,3045,0,5049,0,1272,5032,144,95210,828,15097,10,351121,14639,0,862,0,78100,14410,0,32920,127183,40449
0,741286,008638,0,0,3161,491,197209,13961,11,37,4637,2180,1261,0,15157,0,1062,20651,2011,95300,222,12950,77,245887,4034,150,3,0,178064,740,0,96154,116931,36235
0,200040,002610,1,0,2208,2194,88901,19476,5,0,2414,3131,1122,0,2064,0,78,13354,136,164814,1242,26354,6,337567,5538,0,29,0,177273,1697,0,59965,93330,45677
0,861705,011639,0,0,1172,3634,78751,6456,0,0,4641,2393,497,0,4524,0,58,2840,19,105510,793,8223,113,414840,5109,0,56,0,168863,6338,0,124662,78142,30942
0,641360,003333,1,0,161,944,284401,3845,0,8,2640,1890,522,0,5451,0,993,23257,712,173258,344,72729,3,229037,2461,0,6,0,51880,1905,0,30890,129705,31533
0,763369,010517,1,97,9,241,24831,36695,0,134,1395,9521,4593,0,62450,0,200,15536,1,256847,1841,23865,10,52135,2672,175,6,0,294332,999,0,187526,62800,9664
0,880063,010383,0,0,352,765,106750,7739,0,0,3442,4498,3549,1,30827,0,229,31599,59,164810,1905,18075,43,199755,2297,6,1,0,186978,974,0,176423,89786,17713
0,640848,011352,0,1,293,1739,85199,25677,0,0,5108,23325,617,1,5353,0,497,6961,88,47880,1086,17095,5,463615,6696,0,10,0,78291,10019,0,68840,126020,74160
0,700103,002468,0,13,1,382,55273,11205,0,0,890,1213,1484,0,74861,0,118,25065,8,106322,129,14443,11,81945,370,13,7,0,417101,694,0,226832,27761,2435
0,240527,004020,16,0,301,3326,401127,2489,1,3,1216,130,1686,2,56001,0,14,14583,23,64441,2561,318,27,128268,2223,14,8,0,185999,667,0,137851,44674,607
0,640263,001325,1,11,6118,492,207537,19374,2,0,4974,2838,283,2,10530,0,153,17038,452,74732,100,9233,40,289287,12127,28,10,0,113638,1774,0,88583,158706,30513
0,520294,000902,18,15,28,275,318986,23970,1,0,1535,10764,3850,0,16223,0,3618,41605,526,185189,935,52161,408,56545,1372,93,11,0,163720,1035,0,55900,76417,33376
0,960547,006512,0,0,761,2453,81252,647,0,0,2391,2499,1106,0,6491,0,119,9038,6,103272,333,3201,13,271114,567,0,5,0,320534,971,0,153348,52355,36100
0,541205,003538,4,42,3082,533,189464,12995,3,6,4109,5857,1059,0,61378,0,1450,36643,94,163199,1984,29445,46,137791,3300,953,1,0,202782,2293,0,68103,111894,10066
0,400818,012192,0,35,221,1769,20364,6482,0,0,919,714,535,0,13146,0,201,18028,2,189113,531,26904,62,200502,938,0,92,0,361222,1971,0,120799,71596,12430
0,200702,002745,1,5,90,1841,147172,7537,3,3,2202,4725,222,1,30901,0,25,46297,7,18551,1268,10156,24,205864,1236,2,12,0,254375,832,0,194171,86153,34900
0,761642,007085,0,1284,117,627,61482,11775,0,0,737,7875,1873,15,30774,0,705,38425,62,220931,463,26423,5,53464,991,194,15,0,284840,62,0,239249,62631,3557
0,422547,009641,3,0,4093,2618,157599,35069,1,8,5367,4451,473,0,13013,0,828,22140,866,116354,2227,12555,37,268835,4920,0,4,0,164054,4501,0,92296,103684,32580
0,441010,005438,11,0,1071,4811,289964,11875,12,0,2472,6626,1173,0,2309,0,2083,28048,652,151293,3253,16844,47,265508,5465,7,0,0,60425,1572,0,78830,91699,22526
0,880151,004479,0,0,171,286,190249,2821,0,19,1634,1287,741,0,31900,0,135,18061,27,178079,1549,8469,96,141436,1068,0,5,0,265947,2476,0,85547,91828,24745
0,821698,011688,0,0,1577,959,141898,25782,0,0,4011,8573,328,0,9157,0,800,15065,263,32568,5542,30358,0,351121,8309,0,3,0,91643,13419,0,157919,73115,76166
0,820290,001896,0,0,221,1107,85296,26334,0,0,3494,16779,1877,2,1826,0,1926,13764,569,43531,2914,5524,7,380271,8229,0,0,0,159241,10866,0,131052,105891,47855
0,321690,000449,17,0,7300,2471,211433,15646,5,1,4667,4864,324,0,18732,0,1122,12979,1772,47248,260,2960,168,180727,11078,0,45,0,187805,2674,0,159140,91818,83320
0,400300,009431,20,0,4433,560,134030,46307,18,0,6521,6334,943,0,5977,0,424,7089,837,43262,1084,22140,0,240578,12815,86,0,0,278135,4925,0,61655,120530,49873
0,521174,000923,0,0,3816,59,373821,91508,33,0,1081,1786,169,0,9204,0,6244,3459,1465,131275,18,41303,19,207522,8266,156,1,0,57796,1861,0,14594,77089,16031
0,300935,011096,2,1,3606,347,162851,25349,2,0,4603,177,440,0,2899,0,1453,10311,3070,163825,1608,24796,78,337141,9320,1,47,0,113507,2556,0,50937,81394,48255
0,720347,002167,0,11,1,101,18115,28847,0,0,648,6475,65,0,26531,0,156,21992,0,38452,122,25481,7,155265,739,35,1,0,480329,208,0,199298,38298,7399
0,500169,009490,0,32,522,1764,51365,41308,0,0,1168,2373,307,8,14712,0,887,16708,26,68976,9598,13010,3,251656,14252,0,0,0,247625,24065,0,220421,63973,3817
0,741093,008728,0,0,1467,3067,127370,50539,8,0,2737,7063,209,0,4250,0,2936,8669,783,192445,170,26358,32,256412,7445,1296,179,0,201134,951,0,50894,91319,10843
0,660334,001520,1,530,225,121,268897,23563,18,0,4134,2746,4976,0,25739,0,2135,15157,799,270333,3512,15801,20,57596,2740,332,4,0,132205,481,0,65901,144849,5761
0,741428,008440,0,135,3,675,13240,5199,0,0,361,3548,1337,0,23943,0,0,24343,1,178317,8883,8263,0,208732,2705,0,0,0,320743,105,0,188571,52866,6606
0,600256,009815,5,1,7258,97,395701,22829,91,1,5031,24,1753,0,8371,0,1119,20361,1188,151417,138,23747,13,208742,4202,4,202,0,37550,993,0,38852,96413,22473
0,940008,006571,9,12,33,293,32036,2531,0,0,1884,2266,3067,293,3816,0,549,33032,70,168334,7615,15665,8,147924,1661,48,32,0,368153,78,0,168568,68789,21810
0,861710,004075,0,14,2,78,37673,36142,1,0,1021,3014,2195,0,7471,0,152,25877,0,292260,459,24952,8,129902,2182,16,5,0,329907,391,0,103529,36571,14754
0,420852,009054,9,1,123,1502,211314,32254,4,0,2001,5719,4796,0,24163,0,1310,25838,297,155069,798,25637,41,60460,1395,7,120,0,271066,1086,0,103047,82374,38145
0,861731,011637,10,0,782,1499,167406,9786,2,0,9419,5860,371,0,2275,0,916,10152,309,21079,4082,12581,1855,437642,7412,59,712,0,150872,3965,0,49184,90808,59538
0,720494,007535,2,0,1606,1749,81844,21976,2,0,4794,4498,2128,0,20758,0,455,19026,1463,180510,2818,42352,117,306177,4149,19,0,0,151839,4289,0,62604,106705,26696
0,400051,009685,2,5,1973,1459,95475,28679,0,0,3375,2819,150,0,15601,0,3632,12691,2653,150561,3535,20384,0,264898,6830,0,0,0,225434,3665,0,82909,74544,47302
0,740100,008880,0,1,73,1984,62809,5914,0,0,2019,1394,25,0,1887,0,23,10555,1,175463,430,13490,0,197685,2890,0,0,0,309455,49,0,162975,62321,37133
0,321450,000468,11,0,1234,566,438042,39963,4,0,2555,1578,3114,0,6474,1,5148,26853,443,80809,339,35188,13,111082,5368,400,8,0,113986,423,0,68244,81163,25567
0,220705,002624,3,17,53,2602,248308,7029,1,1,1942,1965,549,0,16070,0,47,39843,3,103054,213,3329,86,195851,2428,0,47,0,161740,806,0,90908,138522,33159
0,761744,007076,1,4,628,734,122052,56252,13,0,1569,5426,88,0,9036,0,2139,25496,567,218695,1234,20856,41,112416,2870,16,0,0,302601,4,0,99879,45207,20752
0,880286,004132,8,3,758,880,268443,29393,4,53,5584,9525,3896,37,37135,0,2868,28019,1023,91520,377,11928,650,125962,3547,93,2,0,142811,376,0,175995,79069,28617
0,441247,010931,5,2,983,306,249752,30095,61,9,3432,203,3665,1,8545,0,1703,7954,416,284758,1946,60741,202,215286,2787,512,51,0,92339,95,0,19460,59318,3949
0,400574,002843,16,12,3707,879,280635,28292,55,3,2155,1320,3216,1,37782,1,4052,36257,2662,171306,108,8715,27,144167,3425,138,7,0,123292,314,0,98899,69962,27171
0,700010,002433,0,11,1,93,203461,548,0,0,997,7,74,0,127013,0,165,23656,42,74482,24,11015,40,113046,170,26,1,0,266081,232,0,186393,40800,198
0,341771,003725,10,0,1878,1053,132976,45319,177,0,6035,2253,693,0,5441,0,1240,26443,2694,151584,3056,26850,288,280486,14681,170,1,0,154639,6541,0,75392,85628,23048
0,860561,007910,15,19,445,833,248477,3603,9,59,2519,12300,559,2,51586,0,171,29006,262,28698,2167,4388,165,152519,2288,81,1,0,186980,2743,0,144621,147427,26633
0,960959,011079,0,0,271,2291,28321,19813,0,0,3304,246,2703,0,414,0,0,17174,0,238880,3936,9982,1,343862,12338,8,0,0,250092,2282,0,57052,53061,2545
0,440111,000069,0,19,1151,4966,163397,26927,11,1,3984,1260,155,0,18198,0,716,37010,2004,119770,204,20763,22,264412,2285,368,17,0,133976,2835,0,96616,131785,15724
0,760068,007195,0,1,262,1110,263121,8751,1,0,1488,579,80,0,2717,0,33,7031,24,1339,209,279,3,417735,4175,0,16,0,277479,2259,0,22070,29199,8615
0,423292,010788,6,9,101,181,343555,8629,9,0,2072,12578,1029,0,118264,0,138,59058,43,34120,287,10158,21,57393,3038,42,75,0,161386,2455,0,99465,96783,37681
0,541873,005129,12,0,1509,982,234977,29554,50,0,2303,2086,756,6,12048,0,464,12746,809,65641,2881,45557,27,268864,7370,100,5,0,108782,5499,0,87117,73212,85219
0,1080412,004165,0,8,104,1480,15949,7201,0,0,2781,512,927,0,22606,0,35,38788,11,185141,9795,12014,0,173036,1084,0,6,0,303143,1283,0,210249,59912,2511
0,420195,000081,36,97,1992,344,205922,19576,43,0,3059,10546,2050,0,60858,0,6391,23637,606,65886,312,22572,75,150281,8019,270,1,0,185948,873,0,146213,92607,40362
0,700313,002353,1,0,1271,2767,47937,12559,29,0,1009,486,15,200,6671,0,159,33012,305,241273,4818,12180,0,332469,8765,121,45,0,150739,2939,0,89043,80876,18887
0,742824,010211,1,111,290,821,183087,19122,0,0,878,5633,1119,1,90515,0,289,35385,99,32773,628,4297,40,113007,6663,217,11,0,201449,684,0,249117,91103,11236
0,340399,003919,1,0,5120,888,323393,78030,23,5,2576,9420,71,0,11861,0,4757,4949,2194,38554,129,47347,97,202965,11028,0,12,0,159400,11313,0,38358,70241,25844
0,342505,010332,0,1,1865,67,259980,52477,212,2,5615,8026,149,0,7279,0,6008,5147,3846,111517,6840,64596,0,170830,6277,295,4,0,153768,645,0,82886,61966,38278
0,540583,003593,18,591,281,65,272320,26702,2,0,8980,543,7631,0,71606,0,1358,40157,913,216877,442,23346,51,12681,250,349,16,0,162157,207,0,74328,117443,9262
