,SEG_ID,pointId,Animal,Archway,Bicyclist,Bridge,Building,Car,CartLuggagePram,Child,Column_Pole,Fence,LaneMkgsDriv,LaneMkgsNonDriv,Misc_Text,MotorcycleScooter,OtherMoving,ParkingBlock,Pedestrian,Road,RoadShoulder,Sidewalk,SignSymbol,Sky,SUVPickupTruck,TrafficCone,TrafficLight,Train,Tree,Truck_Bus,Tunnel,VegetationMisc,Void,Wall
0,641548,010394,4,57,513,3961,185859,6573,0,3,1642,5359,991,0,52567,0,41,25611,2,25065,163,6962,26,116178,2763,10,22,0,256615,1525,0,211069,95643,49352
0,640416,001313,1,0,2348,3583,339775,6591,3,0,3967,2965,65,6,4656,0,77,15682,1237,13385,86,636,64,279133,8303,0,7,0,191244,1631,0,54069,66082,52980
0,620130,007230,1,37,1012,143,179598,9079,56,59,1894,822,672,0,32358,0,3278,6541,846,126740,205,25373,22,153129,2222,126,407,0,146165,2195,0,206713,136329,12554
0,401340,009336,0,0,1454,733,204396,27068,257,0,3657,6483,365,0,13606,1,992,14906,744,191138,8787,39142,164,276167,3830,0,1,0,63243,7148,0,64959,84051,35284
0,761434,006817,8,9,75,876,127222,51155,0,1,1812,917,1890,0,36279,0,252,36445,89,59103,135,611,18,256901,5028,121,25,0,195356,4110,0,140999,124267,4872
0,661004,001753,1,1,502,3593,178632,23668,0,0,4105,6231,186,1,6104,0,2187,5595,1915,30604,1007,8862,24,414966,15476,0,6,0,102515,13613,0,54552,114346,59884
0,522386,010446,0,0,0,505,15088,1738,0,0,1189,133,51,10,843,0,0,24525,0,140064,8645,19095,0,338477,413,1,40,0,322033,139,0,108954,64356,2277
0,1080417,006405,1,0,145,1489,78294,2534,1,0,1293,2724,602,0,12277,0,108,5597,0,55182,12428,4562,1,406349,2407,0,1,0,224532,5725,0,169275,50711,12338
0,522084,001125,0,11,1075,634,316968,7421,20,77,4460,1411,259,0,6574,0,5043,12882,1610,99279,66,49177,585,127386,1417,0,110,0,192149,807,0,130701,72384,16070
0,820511,010593,0,115,858,2405,82640,1222,0,0,2870,21886,667,0,28698,0,4,19740,34,50780,872,44865,21,135114,1617,0,76,0,327846,285,0,217051,77712,31198
0,980321,004427,0,2,1848,543,124183,40962,1,0,3579,4329,829,0,2374,0,117,10584,479,94892,110,4158,520,390342,17851,0,1,0,117609,7958,0,91820,99745,33740
0,700003,010133,0,8,1,4,96430,24899,0,0,1636,1883,40,0,32896,0,62,7715,12,81296,332,28125,15,69794,30,48,5,0,400872,56,0,264190,27322,10905
0,1180050,004139,0,37,6,302,104936,7056,3,0,3130,1436,2691,0,49584,0,473,33164,1,117968,476,2364,83,150454,341,1789,4,0,312413,81,0,178643,67183,13958
0,543031,005543,1,112,947,1077,121855,4007,0,0,2134,1867,1073,0,51543,0,315,48270,492,48741,357,8845,18,201424,172,63,80,0,229964,811,0,157941,133246,33221
0,620576,007674,27,0,334,5440,216127,6451,0,2,3942,4729,815,0,15342,0,807,41898,270,80065,245,10701,430,183214,1288,117,3,0,190713,1582,0,127155,120320,36559
0,860257,005996,3,10,752,677,168656,19928,0,0,4203,7713,584,0,11952,0,932,9578,131,61054,179,5246,6,316799,14128,4,0,0,112238,3928,0,133912,137186,38777
0,321573,000450,22,3,661,533,305899,20838,2,0,749,1456,1988,1,46837,0,3166,14550,486,182085,1352,36855,29,86913,2195,49,8,0,189345,161,0,70291,57259,24843
0,422713,009395,1,0,93,1092,55288,28561,4,0,1982,5157,169,0,2489,0,257,17883,49,220410,2525,29384,3,300122,4267,2,0,0,200769,2747,0,33902,111697,29723
0,820784,010565,0,0,469,1882,155351,14048,0,0,4805,955,364,0,3942,0,420,6588,102,197238,2214,38555,43,335663,6416,0,1,0,75289,3661,0,72517,88545,39508
0,420044,010530,4,266,572,217,288552,9183,21,6,1782,1177,2321,0,107453,0,808,43887,289,88033,585,17344,35,64535,1203,49,3,0,129403,89,0,214427,61593,14739
0,642151,003450,0,1,737,635,104165,4852,2,26,3148,1865,65,0,5926,0,1010,22256,173,132603,2926,15456,46,176023,784,86,0,0,278156,353,0,212195,57534,27553
0,642188,003297,4,2,759,978,139718,3579,0,0,2815,6077,804,0,28601,0,1332,3919,288,45202,113,15049,155,242101,1559,0,2,0,245422,1934,0,183209,87129,37825
0,840385,010710,3,1,1,1537,61608,3603,0,0,1593,862,920,66,21446,0,27,67721,0,108844,1371,9380,30,174809,820,264,21,0,322877,1156,0,138772,119408,11436
0,660629,001803,0,20,1,346,55885,6881,1,0,4649,6820,71,0,46954,0,23,31440,1,113046,137,18814,149,182379,699,1,5,0,251007,169,0,274707,47290,7081
0,541492,003198,2,0,2604,641,349566,26440,4,9,4270,2825,1122,0,15502,0,2978,5621,1215,148572,1551,43415,52,159809,4723,0,179,0,96415,344,0,68980,94612,17125
0,322386,000556,0,2,1935,704,189767,88185,2,0,2522,12862,2958,0,15766,0,5251,5687,751,170552,314,18241,1,173458,2991,13,0,0,157272,795,0,78779,109035,10733
0,442012,010122,3,51,1098,681,468836,25673,9,1,5590,2945,5085,0,12431,0,3225,21750,2972,223527,2205,55359,20,9734,3037,15,26,0,47771,289,0,40760,109820,5663
0,441370,005720,40,38,284,411,472456,65086,19,0,2998,933,4348,0,43563,0,1569,18698,279,156529,1399,35071,56,21377,1921,3,14,0,114839,55,0,46190,51287,9113
0,401481,009176,0,0,3408,663,130044,4305,0,1,7183,1800,203,0,4611,0,174,4540,2589,123453,4327,17329,52,329067,8214,0,41,0,205953,3202,0,77753,71982,47682
0,721050,005005,0,10,315,1635,28771,17735,0,1,2302,424,239,0,7822,0,428,39044,21,134675,3607,22518,1,207888,9526,461,0,0,284442,369,0,212634,62460,11248
0,820941,011561,0,0,6,1073,28680,5973,0,0,1558,2678,32,0,3467,0,97,21932,0,249588,426,4107,2,261145,1828,0,49,0,251032,7,0,150554,50452,13890
0,420774,010557,0,453,3716,73,223106,35433,73,34,2382,1855,5394,3,40303,0,606,29557,631,185380,1680,42597,26,58708,670,414,5,0,237412,263,0,130854,44199,2749
0,320064,002703,1,0,1998,736,191531,15647,452,1,2802,2225,480,0,22846,1,4134,10497,1902,127152,1504,41523,163,170865,1699,109,0,0,199901,92,0,138888,87508,23919
0,640210,001323,7,72,2330,2521,179315,24153,3,3,2916,5245,3271,18,12422,0,787,24173,64,133771,200,14001,52,301871,7617,3,433,0,122855,809,0,43510,148965,17189
0,220175,000612,1,5,2710,718,166536,50183,1,0,3319,1223,636,0,6010,0,1898,10316,1202,148295,1104,20201,142,271038,6031,275,0,0,105110,729,0,122655,99501,28737
0,323622,011053,2,6,10,1546,255681,4200,3,0,4219,3892,4569,10,51683,0,1086,40007,76,141941,5860,10601,25,107917,1067,0,38,0,144201,267,0,182083,70471,17115
0,960650,009787,0,2,0,121,35761,2616,0,0,1969,216,320,0,18539,0,66,28508,1,166968,7718,5581,22,225661,638,48,3,0,287729,1166,0,193571,69462,1890
0,821722,011752,0,0,553,403,111215,10152,0,0,4035,2017,1410,0,3517,0,1105,7454,32,260151,3492,25286,174,353547,3490,0,4,0,91310,2584,0,43057,101438,22150
0,641655,003366,0,19,270,4039,291517,16257,30,32,4155,5680,1252,4,66825,0,1025,54328,225,105593,1313,26503,121,95888,4139,479,1227,0,123870,950,0,131711,96624,14500
0,840020,008903,0,1,3,307,14109,2710,0,0,174,1011,14,0,2287,0,0,41713,0,183103,3030,34776,0,130356,618,0,0,0,391579,433,0,188006,43110,11236
0,720881,010244,1,1,1857,1291,43355,29278,1,0,1061,2481,1765,30,45611,1,41,42390,56,213352,2488,1319,29,134572,7895,229,1,0,285666,692,0,182519,49369,1225
0,861542,012069,0,0,55,77,148306,2923,0,0,3529,19578,19,0,2222,0,898,9149,154,7720,232,10379,0,415697,2451,0,0,0,161836,3824,0,101961,83607,73959
0,720702,001949,1,0,47,1127,110990,27677,0,0,3921,4846,971,0,21522,0,519,23669,25,166857,729,19259,22,211070,2722,29,0,0,189898,242,0,161788,77525,23120
0,220663,010316,15,45,763,578,164716,8252,0,0,1175,1203,260,0,19508,0,3087,41773,221,38395,167,8352,49,185808,1476,2,1,0,316732,292,0,138314,98315,19077
0,620602,007382,22,67,22,2168,248575,12337,0,0,3895,1887,3024,0,44854,0,421,31301,94,152353,118,9062,482,80414,1314,331,239,0,205932,1487,0,105725,113942,28510
0,741075,008660,0,0,125,1297,68223,8104,0,0,2226,521,822,0,2315,0,71,27691,17,156751,1553,25470,5,328264,1254,0,0,0,179865,1979,0,83498,126106,32419
0,541159,003600,0,0,2158,168,179267,77280,1,0,7201,78,79,0,935,0,1198,2582,589,157159,788,23991,0,378892,9733,14,46,0,50248,3726,0,17291,100983,34169
0,540672,003592,2,10,286,1541,193861,19818,0,0,1559,14572,538,0,39304,0,99,36559,153,28347,300,2539,73,120077,954,254,22,0,283682,2225,0,159662,103124,39015
0,440197,005601,2,18,1069,1274,106321,11681,0,0,826,7229,498,0,26736,0,349,54157,8,46319,2490,3188,14,214382,2562,13,5,0,324193,2232,0,119834,116333,6843
0,542853,005525,10,6,4331,110,108435,5788,0,0,699,1789,230,10,46496,0,4315,50905,397,53485,198,13763,39,123710,813,139,15,0,345517,1194,0,152220,119000,14962
0,422238,011073,0,0,0,2183,73820,610,0,0,3808,73,108,1,31574,0,0,38079,0,40487,9876,3326,8,262511,5228,0,1,0,278274,9110,0,233718,50074,5707
0,741260,008957,8,0,470,147,114471,38304,0,0,7714,2844,1156,0,3028,0,3166,9891,727,79261,1335,21735,196,356976,9391,0,1350,0,169593,6408,0,44115,120886,55404
0,1080366,004312,2,0,2180,855,88168,32565,0,0,2726,16004,2572,24,10545,0,1820,13888,272,136786,2701,21431,0,264993,3656,106,2,0,249856,1076,0,75946,80627,39775
0,640425,001346,1,1,3107,750,143030,63237,29,19,2940,1523,977,1,21676,0,400,17089,221,183500,397,3090,11,160395,6667,25,9,0,233993,854,0,112386,84422,7826
0,400224,009334,4,0,597,3123,133027,12558,72,0,5329,2794,1272,0,5510,1,1642,27943,1612,188095,430,20605,435,302134,4988,8,17,0,106307,409,0,92548,101191,35925
0,721807,011697,0,0,274,813,75607,47586,2,0,1715,1040,261,0,6915,0,1019,15551,127,243922,6402,22006,59,193606,6165,10,3,0,252282,852,0,78418,74223,19718
0,300147,002822,3,15,186,1915,127817,18291,7,6,3282,4004,2081,0,20730,0,166,36183,53,123792,821,6532,149,149217,736,43,105,0,290918,3167,0,119898,119213,19246
0,840120,008333,0,0,496,8,90462,6526,0,0,3788,1848,5370,0,4742,0,1636,3372,296,127411,2856,57102,18,247299,2530,0,0,0,243326,1712,0,48691,140584,58503
0,400358,009595,2,0,949,749,139014,9914,1,4,3154,12296,571,0,24434,0,1347,17427,363,178926,45,32906,82,154746,2562,1,5,0,267859,161,0,72446,84443,44169
0,860311,008231,2,5,840,326,57509,13198,0,0,2753,6527,4009,86,2101,0,547,15887,241,162248,3558,12525,0,377295,8194,0,0,0,152450,5007,0,87918,107439,27911
0,440412,005712,0,2,891,417,317929,43919,37,8,2709,1910,8195,0,10057,1,2123,1758,1564,265915,145,17743,7,79276,3872,0,2,0,149208,1138,0,51081,80386,8283
0,441327,005434,0,3,0,126,60157,4890,0,0,4687,39143,2504,0,8410,0,1724,14445,8,223432,1241,77303,37,166697,268,4,2,0,289403,364,0,54149,56207,43372
0,761695,007071,1,1,531,2859,75691,45239,17,0,972,2548,1260,0,8722,0,1365,20826,110,280372,701,10188,11,244387,11184,55,16,0,204997,613,0,51537,74553,9820
0,420038,000230,68,4,2015,201,151841,38607,61,0,2720,3605,1908,0,65200,19,1396,12945,407,107116,1952,20532,368,73873,1582,962,1,0,277759,85,0,201976,70024,11349
0,420169,009483,33,17,51,1361,210187,21952,2,1,3166,596,2620,0,68317,3,1116,69467,105,95945,324,9212,67,64606,1713,637,48,0,231135,1288,0,175883,82472,6252
0,420701,009392,0,0,4290,41,80566,41124,0,0,6720,5214,2017,0,6306,0,3060,8760,365,267126,379,37787,4,80964,1517,0,1,0,372911,141,0,38871,82863,7549
0,700186,001864,0,10,16,1088,29016,18564,0,0,1155,1266,559,0,20293,0,112,26248,0,179055,1446,8303,4,247565,7841,9,2,0,272519,113,0,175490,48923,8979
0,320058,002910,2,0,123,135,209252,9736,125,0,3772,1460,5133,0,6084,0,8116,9144,3553,199979,4574,47135,25,234670,3610,0,0,0,136626,4101,0,42309,101509,17403
0,640789,001351,0,0,3883,133,123557,27563,0,0,2209,581,2238,3,6487,0,223,17958,343,142116,746,14568,3,322819,12111,0,0,0,226342,6542,0,57819,65004,15328
0,320030,002800,2,0,7878,415,141176,16782,14,0,1340,4856,1243,0,15575,0,3085,21155,1673,114531,2180,42434,15,134475,3799,207,1,0,234735,124,0,180812,98537,21532
0,960505,005823,2,18,358,2179,137002,29743,1,0,692,752,443,306,39846,0,713,30330,1,92374,1895,857,6,275998,15938,363,8,0,201948,1027,0,119573,87504,8699
0,761376,006765,7,13,568,560,44421,61030,3,0,467,3971,282,0,58450,0,2506,21783,98,40959,75,5480,0,244561,7253,131,1,0,366133,1964,0,93398,91468,2994
0,320027,002799,4,0,37,556,130432,13741,0,0,2245,98,4158,4,5117,0,1347,21943,64,247260,1218,15808,18,239310,854,3,2,0,145248,363,0,122433,79493,16820
0,721121,005062,1,30,5,128,28998,26250,17,0,1462,5883,77,0,47855,1,1016,30504,47,183892,812,32648,25,23605,1219,31,1,0,382618,57,0,219149,51418,10827
0,640727,007365,1,0,25,653,276535,12157,0,0,1149,612,117,7,14703,0,388,35081,25,48442,457,16461,264,145658,3375,1,16,0,316947,124,0,59969,108876,6533
0,641917,001672,1,0,1379,766,129723,23643,0,0,6192,2535,1504,0,1956,0,51,6328,867,91899,3312,12120,54,367068,7091,0,0,0,179951,4971,0,62946,105266,38953
0,742385,008793,5,3,1281,320,81043,12112,84,0,387,196,87,0,34501,0,1320,25349,1122,207670,3258,33463,9,85964,2647,0,1,0,336535,75,0,170658,43865,6621
0,300535,012276,4,1,774,2165,226994,22206,5,0,1392,2749,2100,0,22506,0,394,42304,100,100613,3746,2466,100,149496,2826,0,5,0,181210,1288,0,138202,126650,18280
0,960414,006095,2,0,133,1359,35318,1242,0,0,2631,920,1035,1,2404,0,2010,23242,320,197827,7382,17356,1,227898,731,0,2,0,320034,780,0,107496,69543,28909
0,800089,002312,0,11,319,1883,93801,13856,0,0,1242,6501,317,0,48437,0,29,34723,244,81823,397,12084,78,171974,4363,12,9,0,317825,908,0,162799,84485,10456
0,541309,003187,7,1,4453,60,253570,13422,9,0,5469,1052,3701,0,30889,0,910,19421,785,156465,190,42636,87,97163,2403,330,0,0,257443,413,0,68346,70955,18396
0,740666,008806,1,3,16,273,35059,13492,0,0,1588,3021,98,0,12393,0,25,21635,13,215743,3507,14607,27,219424,3720,0,43,0,247122,1049,0,190289,58265,7163
0,860615,008109,0,176,16,102,34049,4820,1,0,2314,1844,7582,42,34822,0,26,14637,17,220106,1110,22510,5,201453,2983,0,0,0,266332,548,0,157513,66038,9530
0,760870,006847,1,44,119,231,38997,44315,0,0,306,2328,190,2,39609,0,2512,26300,7,87563,1274,7856,1,162574,1908,19,1,0,390798,614,0,161238,75007,4762
0,521151,000917,5,0,1522,96,325341,11643,24,1,3505,2871,1761,0,14165,0,4766,10902,1563,232193,3,84135,271,91425,768,14,6,0,170484,402,0,26343,46793,17574
0,640094,001314,61,0,3688,8158,188575,16796,0,6,3174,7143,433,0,21225,0,57,16423,25,24064,177,10201,185,242757,7924,426,54,0,172398,2843,0,166645,108579,46559
0,522091,001166,0,14,1508,125,278455,8169,0,7,502,2886,5405,1,70957,0,258,24500,672,53399,1043,8843,19,154857,1620,350,3,0,246693,690,0,84199,97198,6203
0,821798,011728,1,16,1142,2744,61395,22748,0,6,2260,1791,1081,0,20518,0,718,54782,126,93501,7320,9498,13,226436,5997,7,2,0,280085,412,0,127838,112541,15598
0,822087,010992,0,4846,0,727,10348,6870,0,0,868,5398,103,5,48899,0,0,55540,0,143558,1776,13796,4,151867,89,29,1,0,357646,477,0,169633,67870,8226
0,860258,010478,0,0,62,519,49525,14562,0,0,2156,4928,71,0,11705,0,973,26433,71,106266,2132,29140,4,226007,12808,0,1,0,252013,1100,0,220209,68942,18949
0,960213,005852,0,0,1,2276,65947,2293,0,0,1297,5658,1171,0,28059,0,1,29377,0,137839,3129,13002,18,169276,447,23,3,0,352531,195,0,156458,66299,13276
0,860578,008160,0,0,574,743,135163,30381,0,15,6453,6100,37,0,1926,0,17,11666,146,87771,590,9400,0,441114,14007,0,63,0,143931,10565,0,24874,79693,43347
0,660031,001844,0,29,1487,355,216749,36067,0,0,3271,2655,3888,4,25739,0,456,11935,221,304483,1220,18158,43,68042,3082,14,14,0,158332,1976,0,55236,129978,5142
0,660336,001624,4,25,459,1478,214830,87766,96,8,7777,12062,3782,0,29308,0,2654,32918,1168,243544,2670,39763,59,143416,10631,13,96,0,91971,743,0,29883,88550,2902
0,720071,007453,0,0,33,251,202957,5720,16,0,3664,977,1981,0,7617,0,295,8876,54,234619,359,44983,211,246337,838,0,47,0,172298,172,0,34650,54887,26734
0,820033,002246,0,76,45,289,18813,11798,0,0,4053,5206,416,0,49569,0,51,23610,14,152555,3616,5948,6,73121,738,6,2,0,363503,222,0,282161,50509,2249
0,780016,006707,1,39,4487,1485,207619,8446,1,2,2073,14035,192,0,39335,0,277,5044,1572,14379,6,628,16,155845,2936,57,101,0,269601,2842,0,147616,122831,47110
0,741472,008419,2,0,1855,631,110427,2172,0,0,4162,2022,424,175,23086,0,653,18466,145,77315,7141,16680,21,311558,6381,4,29,0,179652,4381,0,171813,92219,17162
0,400084,009217,11,0,44,1688,182168,14640,0,0,1812,3049,2170,10,25956,0,227,50495,50,188809,673,6159,72,139632,1584,73,21,0,177236,1389,0,110059,119027,21522
0,700143,002349,0,2,11397,1506,128765,31019,366,0,1621,5251,453,153,11449,0,645,27558,561,77183,2098,4058,3,273714,10847,30,0,0,147063,3511,0,129643,140670,39010
0,740242,008932,0,9,88,452,33147,3569,0,0,3913,4355,76,0,12984,0,40,31146,1,116577,3899,48925,3,131307,894,118,0,0,441328,1120,0,130231,71511,12883
0,741007,008961,1,0,1439,2438,88149,59314,1,0,3187,671,655,0,9962,0,21,24236,210,186122,1329,4593,39,307888,11186,0,0,0,167706,3856,0,49206,108495,17872
0,800201,002410,2,0,943,419,34740,4723,0,0,611,649,2793,1,12146,2,1850,29783,927,159125,2505,21604,95,124224,453,1,1,0,370680,13,0,180352,84725,15209
0,980473,004468,6,0,224,1458,58759,2599,0,0,5485,3088,3135,1,6510,0,87,12506,54,182976,2160,24513,21,344049,999,0,1,0,195650,4544,0,62552,108722,28477
0,320745,000367,0,3,5171,248,143251,36289,385,0,5298,7220,2706,0,13981,4,1680,1795,1763,161259,1,60663,35,105072,1234,0,9,0,326331,472,0,82496,65746,25464
0,422654,009567,0,0,207,130,98207,26333,1,2,5193,10670,18386,0,9701,0,1414,14509,409,270747,1162,34331,99,127835,1431,96,9,0,314926,468,0,46257,61900,4153
0,640831,001719,0,27,5127,104,479636,11054,0,3,1105,11189,804,0,3604,0,2849,7124,45,129807,1016,22173,6,90140,1323,165,2,0,162773,232,0,21406,79574,17288
0,960653,006451,0,0,4,2118,33588,12454,0,0,1046,7177,424,0,10815,0,55,14108,0,69349,4064,7174,0,367961,10698,0,2,0,170022,8266,0,175477,101089,52685
0,740716,008789,0,0,4157,219,149825,28228,0,0,2471,441,196,0,2943,0,1403,12886,2777,100717,927,27625,0,269201,9786,0,0,0,189622,6307,0,129959,69228,39658
0,840603,012032,1,1,1072,2302,142955,9492,5,0,3369,41678,534,23,7819,0,2021,19488,394,36266,1345,8506,76,333654,8806,0,991,0,117001,6858,0,117607,101792,84520
0,740099,009909,0,0,68,488,99885,17473,0,0,2979,3014,739,36,10338,0,1878,15845,102,78135,3894,7112,9,364690,3542,0,0,0,166974,4567,0,130650,102881,33277
0,420425,010734,10,2,405,1192,197916,6231,1,5,4988,968,4065,0,46407,0,2,42071,90,75879,603,21632,112,69319,3676,4,511,0,290545,2337,0,159865,92194,27546
0,800137,002299,2,3,879,3059,62348,28865,0,0,1595,7476,97,0,29166,0,476,31805,31,93108,2488,8335,11,193034,2851,101,0,0,287550,708,0,225918,60877,7793
0,300227,002531,1,0,1905,117,110237,61718,11,0,1399,4010,3929,0,10838,1,2210,27783,400,184331,3096,14557,30,198859,3347,215,2,0,267728,535,0,55916,85140,10261
0,960028,005952,4,0,164,1906,25000,3504,0,0,1638,2408,4110,287,8669,0,16,51793,9,178258,4276,3711,53,222225,2615,59,2,0,286771,671,0,141546,94658,14223
0,543552,005285,8,26,4606,1759,312103,35516,9,6,1342,2161,4823,0,37567,0,1538,34658,350,114409,425,20647,14,120524,4011,98,0,0,153563,827,0,92188,89070,16328
0,960590,006055,0,29,0,1341,10304,726,0,0,599,159,6910,8,31675,0,5,14682,0,243703,1021,38705,15,79869,71,7,2,0,309137,41,0,275342,28533,5692
0,641226,001590,0,42,1,1005,61063,8920,0,0,910,7254,3195,11,6995,0,0,28077,5,253180,3285,17444,36,237124,751,6,5,0,271149,143,0,76633,62900,8442
0,521255,000023,1,0,1559,412,344057,45625,52,12,2180,8844,1725,3,10302,0,4005,20177,1972,162071,647,44189,24,97002,2179,0,1,0,132614,516,0,49487,85752,33168
0,520860,001134,9,84,563,3323,245573,11000,33,0,2053,4197,1989,4,22018,0,433,72108,327,119891,122,25328,207,53232,1087,35,164,0,252355,181,0,130849,78614,22797
0,322779,000628,0,0,5174,540,114947,28827,0,0,5948,14487,288,0,1284,0,2300,8403,5395,169593,1190,17192,200,340654,9011,0,7,0,145004,1766,0,59118,76611,40637
0,760764,008018,11,2,906,5624,238019,10169,18,38,2970,19993,1581,16,47582,0,178,18926,560,45988,833,6777,1042,157635,3582,16,86,0,224294,3603,0,101811,132266,24050
0,860123,009864,0,17,42,2730,135161,6818,0,7,2103,22001,247,7,59761,0,557,15550,33,34284,117,286,29,183174,1643,65,107,0,223112,3382,0,167299,146719,43325
0,660793,001705,1,0,1262,473,349544,12938,1,1,5490,4289,475,0,2164,0,4447,12543,1086,63161,464,19011,132,224930,9390,1,5,0,130558,3661,0,67263,105658,29628
0,240105,003714,1,63,2085,3173,205026,19483,9,0,2267,7531,536,0,57993,0,1437,36115,1520,92261,818,7511,96,97760,4037,148,176,0,234123,1387,0,156559,102070,14391
0,240263,003761,3,44,727,1132,151727,46779,0,0,206,6961,835,99,25460,0,215,13715,224,233476,340,9393,28,79730,5215,244,1,0,244894,384,0,174974,35948,15822
0,840478,008897,0,12,3,2782,44953,176,0,0,802,4447,116,2,16291,0,91,20535,0,169036,367,19245,25,204928,4,3,9,0,323099,10,0,174821,56294,10525
0,420214,000259,0,8,4787,242,293768,29184,2,0,3799,2211,1129,0,37075,0,4806,7391,545,132818,501,27753,54,66318,4954,151,13,0,157399,528,0,178947,89499,4694
0,300805,002878,1,0,132,868,188360,5339,2,17,4837,1385,775,0,34739,0,453,15361,152,253491,259,18636,289,172688,3270,1,1,0,124887,503,0,115012,94359,12759
0,720271,002120,1,1,1859,1947,45036,1373,0,0,613,1271,649,0,15887,0,612,28506,16,73597,4449,24457,28,158076,231,0,1,0,346756,666,0,185591,139880,17073
0,960683,006411,0,0,28,2589,16784,7255,0,0,1264,1894,893,0,25019,0,2,25591,0,150494,4039,6865,10,307855,3820,0,1,0,243386,395,0,200650,43759,5983
0,880107,004498,0,0,605,182,84122,21999,0,0,2218,1517,96,3,3074,0,58,20600,9,149644,2025,7493,0,340999,12523,0,0,0,194570,4159,0,113846,72362,16472
0,740671,012248,18,0,407,2680,89372,10389,4,3,2488,1439,3031,0,1494,0,8549,7316,597,260306,1399,38755,0,185801,2337,0,1,0,240624,142,0,95721,76492,19211
0,860607,008105,0,0,90,784,65295,2672,0,0,4242,2637,433,0,985,0,36,10679,570,117701,3245,4164,1,387839,2827,0,4,0,230024,4643,0,98109,91068,20528
0,840100,008925,0,1,471,702,57700,14765,0,0,2872,9861,55,0,13490,0,92,15530,32,202565,950,12096,5,253065,2921,0,7,0,264994,3649,0,124352,50015,18386
0,441720,005467,22,24,5355,813,394341,71248,82,0,2516,3738,4898,0,48120,0,9058,4727,1284,117937,2196,27779,225,47452,3761,427,2,0,169273,435,0,85079,42102,5682
0,600211,007617,0,10,111,1498,10615,44529,0,0,762,1887,2426,0,28901,0,11,33024,4,111774,6450,8387,24,122254,3560,127,35,0,446339,107,0,160018,59288,6435
0,860335,008127,0,0,393,655,56302,32397,0,0,2502,3046,456,27,3919,0,565,21476,11,66898,1997,6489,0,360966,8491,0,0,0,266381,9744,0,100682,84902,20277
0,960883,010195,0,49,91,2940,37000,5505,0,0,538,56,594,83,49281,0,0,23762,5,90817,2822,12914,6,240085,1494,96,0,0,236990,1314,0,231835,105342,4957
0,240015,003769,2,0,7090,706,305295,65463,7,0,3806,11142,578,0,2727,0,3795,4156,1165,143309,1543,46863,14,192872,6955,4,0,0,118251,703,0,21753,99768,10609
0,800229,012234,0,32,0,427,5167,1601,0,0,356,12,6,0,8883,0,0,19162,0,248695,1746,1706,106,95945,37,108,12,0,384620,55,0,254584,25223,93
0,740013,008820,0,2,1395,638,34620,55350,3,0,783,4580,144,0,7448,0,60,24633,2332,177742,3650,26251,0,175963,6318,272,0,0,306594,1487,0,116104,89858,12349
0,420134,009678,1,4,255,499,51201,18614,0,11,6630,10913,5984,0,30196,0,578,18935,159,268458,593,41770,114,121563,2538,0,18,0,315479,1311,0,75428,58512,18812
0,342256,004016,0,215,1867,1002,193089,36812,3,13,4681,1805,364,0,41047,4,566,10544,2499,55175,4137,8900,25,172422,2543,95,1,0,211709,11079,0,120606,138378,28995
0,342572,011080,11,1,8312,22,461159,33249,15,22,2564,1315,2193,0,27411,4,1881,2007,1574,103859,293,46754,23,78392,1361,851,4,0,109971,751,0,63442,95353,5782
0,840241,008321,0,0,4483,19,58644,39096,0,0,1971,3035,215,0,18903,0,1523,26287,313,137992,383,5592,0,247669,4966,0,2,0,255670,3110,0,128989,82214,27500
0,420972,002889,0,0,2092,720,101212,69289,0,0,3545,2570,985,1,4960,0,2439,12024,1511,212892,922,27305,8,290346,13825,0,0,0,157916,3495,0,40324,77334,22861
0,821714,011689,0,0,608,323,81975,5757,0,0,5927,1881,1119,0,1738,0,22,15794,6,201558,1191,24822,152,350873,887,0,57,0,138377,975,0,68475,120861,25198
0,980322,004429,0,2,1548,283,100664,6253,0,0,5236,9957,686,0,3125,0,639,6404,158,64997,4045,6525,12,375407,7493,0,0,0,233501,7901,0,85971,79804,47965
0,341419,003836,38,0,8992,64,141982,55659,74,0,3787,4793,1929,0,13202,0,4329,11475,4240,116528,4579,48627,102,136597,3442,1556,0,0,307356,265,0,50985,92274,35701
0,542585,000840,14,220,2835,471,390959,29531,4,257,8146,157,2386,3,26695,0,105,48277,619,138854,17023,56253,366,67218,2638,1454,168,0,129725,817,0,43094,75943,4344
0,341550,003818,6,0,3619,468,372414,49497,954,0,3583,2543,1537,0,10540,6,3892,1802,3479,148970,1638,57042,136,162766,12516,591,15,0,100681,1486,0,19736,82913,5746
0,401844,009115,53,0,2199,172,231429,14327,421,5,6556,1856,5854,0,18341,0,2044,15163,1973,154764,158,16221,202,173031,3222,56,84,0,219145,2486,0,72980,86185,19649
0,521438,001039,0,19,0,745,29390,2037,0,0,1746,2735,254,4,21256,0,5,31718,0,175804,1990,35372,11,76861,236,0,606,0,303953,431,0,295407,40373,27623
0,720128,004734,0,0,1907,711,126399,24431,0,0,3906,8184,950,129,5842,0,181,14691,738,101516,5180,3919,0,408571,16699,0,0,0,123658,11990,0,69768,87998,31208
0,541579,010279,0,0,785,1501,245058,20178,0,0,3072,25761,51,0,13492,0,1889,10592,193,7155,669,1205,19,428081,10645,0,49,0,131820,15019,0,33353,80844,17145
