NAME,totalPop,whitePop,state,county,tract,block group,whitePercep,nonwhitePercep
"Block Group 4, Census Tract 192, Philadelphia County, Pennsylvania",1662,628,42,101,019200,4,0.3778580024067389,0.6221419975932612
"Block Group 2, Census Tract 192, Philadelphia County, Pennsylvania",1945,840,42,101,019200,2,0.4318766066838046,0.5681233933161953
"Block Group 2, Census Tract 25, Philadelphia County, Pennsylvania",910,828,42,101,002500,2,0.9098901098901099,0.09010989010989012
"Block Group 1, Census Tract 25, Philadelphia County, Pennsylvania",1221,767,42,101,002500,1,0.6281736281736282,0.3718263718263718
"Block Group 3, Census Tract 176.01, Philadelphia County, Pennsylvania",1379,405,42,101,017601,3,0.29369108049311093,0.706308919506889
"Block Group 5, Census Tract 176.01, Philadelphia County, Pennsylvania",814,201,42,101,017601,5,0.24692874692874692,0.7530712530712531
"Block Group 2, Census Tract 109, Philadelphia County, Pennsylvania",518,90,42,101,010900,2,0.17374517374517376,0.8262548262548263
"Block Group 1, Census Tract 346, Philadelphia County, Pennsylvania",2679,1403,42,101,034600,1,0.5237028742067936,0.4762971257932064
"Block Group 2, Census Tract 61, Philadelphia County, Pennsylvania",1396,161,42,101,006100,2,0.11532951289398281,0.8846704871060171
"Block Group 6, Census Tract 33, Philadelphia County, Pennsylvania",1253,63,42,101,003300,6,0.05027932960893855,0.9497206703910615
"Block Group 2, Census Tract 33, Philadelphia County, Pennsylvania",762,153,42,101,003300,2,0.20078740157480315,0.7992125984251969
"Block Group 4, Census Tract 40.02, Philadelphia County, Pennsylvania",1020,902,42,101,004002,4,0.884313725490196,0.11568627450980395
"Block Group 3, Census Tract 320, Philadelphia County, Pennsylvania",1365,1024,42,101,032000,3,0.7501831501831502,0.24981684981684982
"Block Group 3, Census Tract 108, Philadelphia County, Pennsylvania",775,137,42,101,010800,3,0.1767741935483871,0.8232258064516129
"Block Group 1, Census Tract 362.01, Philadelphia County, Pennsylvania",1699,1590,42,101,036201,1,0.9358446144791054,0.06415538552089461
"Block Group 2, Census Tract 362.02, Philadelphia County, Pennsylvania",1685,1629,42,101,036202,2,0.9667655786350149,0.03323442136498511
"Block Group 2, Census Tract 106, Philadelphia County, Pennsylvania",939,5,42,101,010600,2,0.005324813631522897,0.9946751863684771
"Block Group 1, Census Tract 252, Philadelphia County, Pennsylvania",473,173,42,101,025200,1,0.3657505285412262,0.6342494714587739
"Block Group 5, Census Tract 252, Philadelphia County, Pennsylvania",1046,44,42,101,025200,5,0.04206500956022945,0.9579349904397706
"Block Group 2, Census Tract 274.01, Philadelphia County, Pennsylvania",924,205,42,101,027401,2,0.22186147186147187,0.7781385281385281
"Block Group 2, Census Tract 201.01, Philadelphia County, Pennsylvania",1022,16,42,101,020101,2,0.015655577299412915,0.9843444227005871
"Block Group 4, Census Tract 201.02, Philadelphia County, Pennsylvania",732,0,42,101,020102,4,0.0,1.0
"Block Group 3, Census Tract 311.01, Philadelphia County, Pennsylvania",1365,364,42,101,031101,3,0.26666666666666666,0.7333333333333334
"Block Group 2, Census Tract 311.01, Philadelphia County, Pennsylvania",1052,386,42,101,031101,2,0.3669201520912547,0.6330798479087453
"Block Group 3, Census Tract 311.02, Philadelphia County, Pennsylvania",1055,124,42,101,031102,3,0.11753554502369669,0.8824644549763033
"Block Group 3, Census Tract 195.02, Philadelphia County, Pennsylvania",812,590,42,101,019502,3,0.7266009852216748,0.2733990147783252
"Block Group 2, Census Tract 195.01, Philadelphia County, Pennsylvania",2152,824,42,101,019501,2,0.3828996282527881,0.6171003717472119
"Block Group 3, Census Tract 289.01, Philadelphia County, Pennsylvania",916,141,42,101,028901,3,0.1539301310043668,0.8460698689956332
"Block Group 2, Census Tract 289.02, Philadelphia County, Pennsylvania",1512,316,42,101,028902,2,0.20899470899470898,0.791005291005291
"Block Group 3, Census Tract 331.01, Philadelphia County, Pennsylvania",757,757,42,101,033101,3,1.0,0.0
"Block Group 1, Census Tract 331.02, Philadelphia County, Pennsylvania",1150,955,42,101,033102,1,0.8304347826086956,0.16956521739130437
"Block Group 2, Census Tract 163, Philadelphia County, Pennsylvania",835,374,42,101,016300,2,0.4479041916167665,0.5520958083832335
"Block Group 1, Census Tract 307, Philadelphia County, Pennsylvania",1371,864,42,101,030700,1,0.6301969365426696,0.3698030634573304
"Block Group 2, Census Tract 312, Philadelphia County, Pennsylvania",2375,393,42,101,031200,2,0.16547368421052633,0.8345263157894737
"Block Group 1, Census Tract 235, Philadelphia County, Pennsylvania",1318,771,42,101,023500,1,0.5849772382397572,0.4150227617602428
"Block Group 1, Census Tract 19, Philadelphia County, Pennsylvania",897,708,42,101,001900,1,0.7892976588628763,0.21070234113712372
"Block Group 4, Census Tract 198, Philadelphia County, Pennsylvania",1188,160,42,101,019800,4,0.13468013468013468,0.8653198653198653
"Block Group 5, Census Tract 329, Philadelphia County, Pennsylvania",928,650,42,101,032900,5,0.7004310344827587,0.2995689655172413
"Block Group 3, Census Tract 329, Philadelphia County, Pennsylvania",819,589,42,101,032900,3,0.7191697191697192,0.28083028083028083
"Block Group 1, Census Tract 348.02, Philadelphia County, Pennsylvania",2820,1323,42,101,034802,1,0.46914893617021275,0.5308510638297872
"Block Group 1, Census Tract 348.03, Philadelphia County, Pennsylvania",1085,1081,42,101,034803,1,0.9963133640552996,0.0036866359447004227
"Block Group 3, Census Tract 335, Philadelphia County, Pennsylvania",860,314,42,101,033500,3,0.36511627906976746,0.6348837209302325
"Block Group 4, Census Tract 273, Philadelphia County, Pennsylvania",1073,33,42,101,027300,4,0.03075489282385834,0.9692451071761417
"Block Group 2, Census Tract 252, Philadelphia County, Pennsylvania",771,65,42,101,025200,2,0.08430609597924774,0.9156939040207522
"Block Group 1, Census Tract 262, Philadelphia County, Pennsylvania",574,6,42,101,026200,1,0.010452961672473868,0.9895470383275261
"Block Group 2, Census Tract 273, Philadelphia County, Pennsylvania",1064,108,42,101,027300,2,0.10150375939849623,0.8984962406015038
"Block Group 4, Census Tract 277, Philadelphia County, Pennsylvania",696,101,42,101,027700,4,0.14511494252873564,0.8548850574712643
"Block Group 2, Census Tract 293, Philadelphia County, Pennsylvania",1510,353,42,101,029300,2,0.2337748344370861,0.7662251655629139
"Block Group 1, Census Tract 302, Philadelphia County, Pennsylvania",1788,789,42,101,030200,1,0.4412751677852349,0.5587248322147651
"Block Group 1, Census Tract 341, Philadelphia County, Pennsylvania",740,630,42,101,034100,1,0.8513513513513513,0.14864864864864868
"Block Group 1, Census Tract 138, Philadelphia County, Pennsylvania",458,22,42,101,013800,1,0.048034934497816595,0.9519650655021834
"Block Group 3, Census Tract 162, Philadelphia County, Pennsylvania",786,202,42,101,016200,3,0.25699745547073793,0.7430025445292621
"Block Group 5, Census Tract 179, Philadelphia County, Pennsylvania",1729,514,42,101,017900,5,0.29728166570271836,0.7027183342972816
"Block Group 3, Census Tract 183, Philadelphia County, Pennsylvania",1391,1355,42,101,018300,3,0.97411933860532,0.025880661394680038
"Block Group 3, Census Tract 294, Philadelphia County, Pennsylvania",1213,438,42,101,029400,3,0.36108821104699096,0.638911788953009
"Block Group 3, Census Tract 300, Philadelphia County, Pennsylvania",1825,463,42,101,030000,3,0.2536986301369863,0.7463013698630137
"Block Group 6, Census Tract 316, Philadelphia County, Pennsylvania",981,863,42,101,031600,6,0.8797145769622834,0.12028542303771661
"Block Group 5, Census Tract 317, Philadelphia County, Pennsylvania",979,574,42,101,031700,5,0.5863125638406538,0.4136874361593462
"Block Group 2, Census Tract 318, Philadelphia County, Pennsylvania",1701,469,42,101,031800,2,0.2757201646090535,0.7242798353909465
"Block Group 3, Census Tract 318, Philadelphia County, Pennsylvania",493,223,42,101,031800,3,0.45233265720081134,0.5476673427991887
"Block Group 2, Census Tract 323, Philadelphia County, Pennsylvania",1174,760,42,101,032300,2,0.6473594548551959,0.35264054514480414
"Block Group 4, Census Tract 39.01, Philadelphia County, Pennsylvania",1615,550,42,101,003901,4,0.34055727554179566,0.6594427244582044
"Block Group 1, Census Tract 54, Philadelphia County, Pennsylvania",1303,247,42,101,005400,1,0.18956254796623176,0.8104374520337683
"Block Group 4, Census Tract 63, Philadelphia County, Pennsylvania",1698,123,42,101,006300,4,0.07243816254416961,0.9275618374558304
"Block Group 3, Census Tract 73, Philadelphia County, Pennsylvania",366,25,42,101,007300,3,0.06830601092896176,0.9316939890710383
"Block Group 2, Census Tract 353.01, Philadelphia County, Pennsylvania",2040,1752,42,101,035301,2,0.8588235294117647,0.14117647058823535
"Block Group 1, Census Tract 360, Philadelphia County, Pennsylvania",3118,1727,42,101,036000,1,0.553880692751764,0.446119307248236
"Block Group 1, Census Tract 203, Philadelphia County, Pennsylvania",1146,22,42,101,020300,1,0.019197207678883072,0.9808027923211169
"Block Group 1, Census Tract 209, Philadelphia County, Pennsylvania",701,639,42,101,020900,1,0.9115549215406562,0.0884450784593438
"Block Group 2, Census Tract 207, Philadelphia County, Pennsylvania",1105,897,42,101,020700,2,0.8117647058823529,0.18823529411764706
"Block Group 3, Census Tract 207, Philadelphia County, Pennsylvania",1444,1322,42,101,020700,3,0.9155124653739612,0.08448753462603875
"Block Group 1, Census Tract 268, Philadelphia County, Pennsylvania",1638,123,42,101,026800,1,0.07509157509157509,0.924908424908425
"Block Group 3, Census Tract 268, Philadelphia County, Pennsylvania",943,34,42,101,026800,3,0.036055143160127257,0.9639448568398727
"Block Group 5, Census Tract 319, Philadelphia County, Pennsylvania",1135,600,42,101,031900,5,0.5286343612334802,0.4713656387665198
"Block Group 7, Census Tract 330, Philadelphia County, Pennsylvania",605,505,42,101,033000,7,0.8347107438016529,0.1652892561983471
"Block Group 5, Census Tract 302, Philadelphia County, Pennsylvania",1569,358,42,101,030200,5,0.22817080943275972,0.7718291905672403
"Block Group 2, Census Tract 118, Philadelphia County, Pennsylvania",1340,19,42,101,011800,2,0.014179104477611941,0.985820895522388
"Block Group 1, Census Tract 118, Philadelphia County, Pennsylvania",734,0,42,101,011800,1,0.0,1.0
"Block Group 2, Census Tract 119, Philadelphia County, Pennsylvania",1543,0,42,101,011900,2,0.0,1.0
"Block Group 1, Census Tract 119, Philadelphia County, Pennsylvania",1091,5,42,101,011900,1,0.00458295142071494,0.995417048579285
"Block Group 1, Census Tract 139, Philadelphia County, Pennsylvania",1436,35,42,101,013900,1,0.02437325905292479,0.9756267409470752
"Block Group 3, Census Tract 347.01, Philadelphia County, Pennsylvania",1322,1039,42,101,034701,3,0.7859304084720121,0.21406959152798788
"Block Group 2, Census Tract 352, Philadelphia County, Pennsylvania",830,830,42,101,035200,2,1.0,0.0
"Block Group 1, Census Tract 331.01, Philadelphia County, Pennsylvania",1428,1428,42,101,033101,1,1.0,0.0
"Block Group 3, Census Tract 262, Philadelphia County, Pennsylvania",1562,14,42,101,026200,3,0.008962868117797696,0.9910371318822023
"Block Group 5, Census Tract 30.01, Philadelphia County, Pennsylvania",807,336,42,101,003001,5,0.4163568773234201,0.5836431226765799
"Block Group 1, Census Tract 135, Philadelphia County, Pennsylvania",396,380,42,101,013500,1,0.9595959595959596,0.04040404040404044
"Block Group 1, Census Tract 88.01, Philadelphia County, Pennsylvania",2032,1319,42,101,008801,1,0.6491141732283464,0.3508858267716536
"Block Group 2, Census Tract 55, Philadelphia County, Pennsylvania",1162,1,42,101,005500,2,0.0008605851979345956,0.9991394148020654
"Block Group 1, Census Tract 165, Philadelphia County, Pennsylvania",325,0,42,101,016500,1,0.0,1.0
"Block Group 2, Census Tract 140, Philadelphia County, Pennsylvania",414,101,42,101,014000,2,0.24396135265700483,0.7560386473429952
"Block Group 2, Census Tract 19, Philadelphia County, Pennsylvania",1206,778,42,101,001900,2,0.6451077943615257,0.35489220563847435
"Block Group 6, Census Tract 265, Philadelphia County, Pennsylvania",1315,9,42,101,026500,6,0.006844106463878327,0.9931558935361217
"Block Group 3, Census Tract 72, Philadelphia County, Pennsylvania",524,0,42,101,007200,3,0.0,1.0
"Block Group 1, Census Tract 95, Philadelphia County, Pennsylvania",612,129,42,101,009500,1,0.2107843137254902,0.7892156862745098
"Block Group 4, Census Tract 276, Philadelphia County, Pennsylvania",817,14,42,101,027600,4,0.017135862913096694,0.9828641370869033
"Block Group 3, Census Tract 281, Philadelphia County, Pennsylvania",1470,258,42,101,028100,3,0.17551020408163265,0.8244897959183674
"Block Group 1, Census Tract 217, Philadelphia County, Pennsylvania",2107,1915,42,101,021700,1,0.908875177978168,0.09112482202183203
"Block Group 2, Census Tract 139, Philadelphia County, Pennsylvania",966,22,42,101,013900,2,0.022774327122153208,0.9772256728778468
"Block Group 3, Census Tract 236, Philadelphia County, Pennsylvania",900,672,42,101,023600,3,0.7466666666666667,0.2533333333333333
"Block Group 2, Census Tract 348.03, Philadelphia County, Pennsylvania",2413,1890,42,101,034803,2,0.7832573559883962,0.2167426440116038
"Block Group 1, Census Tract 183, Philadelphia County, Pennsylvania",539,530,42,101,018300,1,0.9833024118738405,0.016697588126159513
"Block Group 3, Census Tract 347.02, Philadelphia County, Pennsylvania",1075,1050,42,101,034702,3,0.9767441860465116,0.023255813953488413
"Block Group 1, Census Tract 184, Philadelphia County, Pennsylvania",675,615,42,101,018400,1,0.9111111111111111,0.0888888888888889
"Block Group 3, Census Tract 323, Philadelphia County, Pennsylvania",1440,981,42,101,032300,3,0.68125,0.31875
"Block Group 4, Census Tract 379, Philadelphia County, Pennsylvania",888,740,42,101,037900,4,0.8333333333333334,0.16666666666666663
"Block Group 2, Census Tract 342, Philadelphia County, Pennsylvania",2252,1786,42,101,034200,2,0.7930728241563055,0.20692717584369447
"Block Group 3, Census Tract 253, Philadelphia County, Pennsylvania",1185,44,42,101,025300,3,0.03713080168776371,0.9628691983122363
"Block Group 3, Census Tract 372, Philadelphia County, Pennsylvania",565,559,42,101,037200,3,0.9893805309734514,0.010619469026548645
"Block Group 4, Census Tract 137, Philadelphia County, Pennsylvania",1002,394,42,101,013700,4,0.3932135728542914,0.6067864271457086
"Block Group 1, Census Tract 27.01, Philadelphia County, Pennsylvania",1388,753,42,101,002701,1,0.542507204610951,0.45749279538904897
"Block Group 2, Census Tract 77, Philadelphia County, Pennsylvania",783,382,42,101,007700,2,0.4878671775223499,0.51213282247765
"Block Group 3, Census Tract 355, Philadelphia County, Pennsylvania",2683,1854,42,101,035500,3,0.6910175177040626,0.3089824822959374
"Block Group 1, Census Tract 279.01, Philadelphia County, Pennsylvania",812,3,42,101,027901,1,0.003694581280788177,0.9963054187192119
"Block Group 6, Census Tract 114, Philadelphia County, Pennsylvania",869,33,42,101,011400,6,0.0379746835443038,0.9620253164556962
"Block Group 3, Census Tract 125, Philadelphia County, Pennsylvania",1229,938,42,101,012500,3,0.7632221318144833,0.23677786818551672
"Block Group 1, Census Tract 96, Philadelphia County, Pennsylvania",838,65,42,101,009600,1,0.07756563245823389,0.9224343675417661
"Block Group 2, Census Tract 271, Philadelphia County, Pennsylvania",1456,36,42,101,027100,2,0.024725274725274724,0.9752747252747253
"Block Group 1, Census Tract 291, Philadelphia County, Pennsylvania",681,105,42,101,029100,1,0.15418502202643172,0.8458149779735683
"Block Group 2, Census Tract 107, Philadelphia County, Pennsylvania",1247,52,42,101,010700,2,0.04170008019246191,0.9582999198075381
"Block Group 1, Census Tract 16, Philadelphia County, Pennsylvania",729,644,42,101,001600,1,0.8834019204389575,0.11659807956104251
"Block Group 3, Census Tract 153, Philadelphia County, Pennsylvania",605,162,42,101,015300,3,0.26776859504132233,0.7322314049586777
"Block Group 6, Census Tract 306, Philadelphia County, Pennsylvania",1029,789,42,101,030600,6,0.7667638483965015,0.23323615160349853
"Block Group 1, Census Tract 108, Philadelphia County, Pennsylvania",990,9,42,101,010800,1,0.00909090909090909,0.990909090909091
"Block Group 3, Census Tract 180.01, Philadelphia County, Pennsylvania",631,620,42,101,018001,3,0.9825673534072901,0.017432646592709933
"Block Group 4, Census Tract 308, Philadelphia County, Pennsylvania",1294,699,42,101,030800,4,0.5401854714064915,0.45981452859350846
"Block Group 4, Census Tract 311.02, Philadelphia County, Pennsylvania",1383,211,42,101,031102,4,0.15256688358640635,0.8474331164135936
"Block Group 1, Census Tract 284, Philadelphia County, Pennsylvania",1429,212,42,101,028400,1,0.1483554933519944,0.8516445066480056
"Block Group 5, Census Tract 192, Philadelphia County, Pennsylvania",1447,686,42,101,019200,5,0.47408431237042153,0.5259156876295785
"Block Group 5, Census Tract 65, Philadelphia County, Pennsylvania",479,30,42,101,006500,5,0.06263048016701461,0.9373695198329854
"Block Group 3, Census Tract 12.01, Philadelphia County, Pennsylvania",1006,894,42,101,001201,3,0.8886679920477137,0.11133200795228626
"Block Group 6, Census Tract 252, Philadelphia County, Pennsylvania",1413,177,42,101,025200,6,0.12526539278131635,0.8747346072186837
"Block Group 2, Census Tract 86.02, Philadelphia County, Pennsylvania",1074,75,42,101,008602,2,0.06983240223463687,0.9301675977653632
"Block Group 2, Census Tract 66, Philadelphia County, Pennsylvania",339,8,42,101,006600,2,0.02359882005899705,0.976401179941003
"Block Group 2, Census Tract 91, Philadelphia County, Pennsylvania",772,325,42,101,009100,2,0.4209844559585492,0.5790155440414508
"Block Group 1, Census Tract 161, Philadelphia County, Pennsylvania",2008,1584,42,101,016100,1,0.7888446215139442,0.2111553784860558
"Block Group 4, Census Tract 161, Philadelphia County, Pennsylvania",944,446,42,101,016100,4,0.4724576271186441,0.527542372881356
"Block Group 3, Census Tract 169.01, Philadelphia County, Pennsylvania",1591,47,42,101,016901,3,0.0295411690760528,0.9704588309239472
"Block Group 4, Census Tract 12.02, Philadelphia County, Pennsylvania",955,632,42,101,001202,4,0.6617801047120419,0.33821989528795815
"Block Group 1, Census Tract 12.01, Philadelphia County, Pennsylvania",1046,948,42,101,001201,1,0.9063097514340345,0.09369024856596553
"Block Group 2, Census Tract 378, Philadelphia County, Pennsylvania",508,471,42,101,037800,2,0.9271653543307087,0.07283464566929132
"Block Group 2, Census Tract 377, Philadelphia County, Pennsylvania",2245,649,42,101,037700,2,0.289086859688196,0.7109131403118041
"Block Group 3, Census Tract 87.01, Philadelphia County, Pennsylvania",2526,1395,42,101,008701,3,0.5522565320665083,0.44774346793349173
"Block Group 1, Census Tract 375, Philadelphia County, Pennsylvania",2419,1501,42,101,037500,1,0.6205043406366267,0.37949565936337326
"Block Group 4, Census Tract 314.01, Philadelphia County, Pennsylvania",781,416,42,101,031401,4,0.5326504481434059,0.4673495518565941
"Block Group 1, Census Tract 314.02, Philadelphia County, Pennsylvania",1170,772,42,101,031402,1,0.6598290598290598,0.3401709401709402
"Block Group 2, Census Tract 263.01, Philadelphia County, Pennsylvania",864,10,42,101,026301,2,0.011574074074074073,0.9884259259259259
"Block Group 3, Census Tract 263.01, Philadelphia County, Pennsylvania",945,0,42,101,026301,3,0.0,1.0
"Block Group 1, Census Tract 247, Philadelphia County, Pennsylvania",934,43,42,101,024700,1,0.046038543897216275,0.9539614561027837
"Block Group 3, Census Tract 14, Philadelphia County, Pennsylvania",1740,1056,42,101,001400,3,0.6068965517241379,0.3931034482758621
"Block Group 1, Census Tract 151.01, Philadelphia County, Pennsylvania",703,15,42,101,015101,1,0.021337126600284494,0.9786628733997155
"Block Group 2, Census Tract 151.02, Philadelphia County, Pennsylvania",1183,0,42,101,015102,2,0.0,1.0
"Block Group 1, Census Tract 365.01, Philadelphia County, Pennsylvania",2461,1954,42,101,036501,1,0.7939861844778545,0.20601381552214548
"Block Group 3, Census Tract 134.02, Philadelphia County, Pennsylvania",1272,1134,42,101,013402,3,0.8915094339622641,0.10849056603773588
"Block Group 1, Census Tract 382, Philadelphia County, Pennsylvania",601,398,42,101,038200,1,0.6622296173044925,0.3377703826955075
"Block Group 1, Census Tract 136.01, Philadelphia County, Pennsylvania",1162,1005,42,101,013601,1,0.8648881239242685,0.1351118760757315
"Block Group 5, Census Tract 379, Philadelphia County, Pennsylvania",679,679,42,101,037900,5,1.0,0.0
"Block Group 2, Census Tract 379, Philadelphia County, Pennsylvania",1228,1228,42,101,037900,2,1.0,0.0
"Block Group 2, Census Tract 380, Philadelphia County, Pennsylvania",886,787,42,101,038000,2,0.8882618510158014,0.11173814898419865
"Block Group 1, Census Tract 384, Philadelphia County, Pennsylvania",1452,1204,42,101,038400,1,0.8292011019283747,0.1707988980716253
"Block Group 1, Census Tract 120, Philadelphia County, Pennsylvania",418,142,42,101,012000,1,0.3397129186602871,0.6602870813397129
"Block Group 2, Census Tract 121, Philadelphia County, Pennsylvania",1523,307,42,101,012100,2,0.20157583716349312,0.7984241628365069
"Block Group 2, Census Tract 135, Philadelphia County, Pennsylvania",582,397,42,101,013500,2,0.6821305841924399,0.3178694158075601
"Block Group 3, Census Tract 135, Philadelphia County, Pennsylvania",902,731,42,101,013500,3,0.8104212860310421,0.18957871396895787
"Block Group 1, Census Tract 146, Philadelphia County, Pennsylvania",2430,1429,42,101,014600,1,0.5880658436213991,0.41193415637860087
"Block Group 1, Census Tract 148, Philadelphia County, Pennsylvania",1043,73,42,101,014800,1,0.06999041227229147,0.9300095877277086
"Block Group 1, Census Tract 9805, Philadelphia County, Pennsylvania",0,0,42,101,980500,1,,
"Block Group 4, Census Tract 11.01, Philadelphia County, Pennsylvania",847,740,42,101,001101,4,0.8736717827626919,0.12632821723730814
"Block Group 2, Census Tract 274.02, Philadelphia County, Pennsylvania",1098,41,42,101,027402,2,0.037340619307832425,0.9626593806921676
"Block Group 3, Census Tract 175, Philadelphia County, Pennsylvania",705,183,42,101,017500,3,0.25957446808510637,0.7404255319148936
"Block Group 1, Census Tract 176.02, Philadelphia County, Pennsylvania",1940,729,42,101,017602,1,0.37577319587628866,0.6242268041237113
"Block Group 4, Census Tract 253, Philadelphia County, Pennsylvania",710,106,42,101,025300,4,0.14929577464788732,0.8507042253521127
"Block Group 5, Census Tract 253, Philadelphia County, Pennsylvania",604,52,42,101,025300,5,0.08609271523178808,0.9139072847682119
"Block Group 4, Census Tract 313, Philadelphia County, Pennsylvania",1011,607,42,101,031300,4,0.6003956478733927,0.3996043521266073
"Block Group 5, Census Tract 313, Philadelphia County, Pennsylvania",818,308,42,101,031300,5,0.3765281173594132,0.6234718826405867
"Block Group 2, Census Tract 238, Philadelphia County, Pennsylvania",878,335,42,101,023800,2,0.3815489749430524,0.6184510250569476
"Block Group 3, Census Tract 113, Philadelphia County, Pennsylvania",1201,0,42,101,011300,3,0.0,1.0
"Block Group 1, Census Tract 337.02, Philadelphia County, Pennsylvania",1283,937,42,101,033702,1,0.730319563522993,0.269680436477007
"Block Group 2, Census Tract 356.01, Philadelphia County, Pennsylvania",1854,1600,42,101,035601,2,0.8629989212513485,0.13700107874865153
"Block Group 2, Census Tract 151.01, Philadelphia County, Pennsylvania",1389,53,42,101,015101,2,0.03815694744420446,0.9618430525557955
"Block Group 3, Census Tract 180.02, Philadelphia County, Pennsylvania",1725,1725,42,101,018002,3,1.0,0.0
"Block Group 1, Census Tract 122.01, Philadelphia County, Pennsylvania",753,329,42,101,012201,1,0.43691899070385126,0.5630810092961487
"Block Group 1, Census Tract 71.01, Philadelphia County, Pennsylvania",715,0,42,101,007101,1,0.0,1.0
"Block Group 2, Census Tract 28.01, Philadelphia County, Pennsylvania",1343,508,42,101,002801,2,0.37825763216679076,0.6217423678332092
"Block Group 5, Census Tract 338, Philadelphia County, Pennsylvania",1129,630,42,101,033800,5,0.5580159433126661,0.44198405668733387
"Block Group 4, Census Tract 338, Philadelphia County, Pennsylvania",1230,853,42,101,033800,4,0.6934959349593496,0.3065040650406504
"Block Group 1, Census Tract 344, Philadelphia County, Pennsylvania",1608,1043,42,101,034400,1,0.6486318407960199,0.3513681592039801
"Block Group 4, Census Tract 169.02, Philadelphia County, Pennsylvania",1752,0,42,101,016902,4,0.0,1.0
"Block Group 4, Census Tract 171, Philadelphia County, Pennsylvania",940,60,42,101,017100,4,0.06382978723404255,0.9361702127659575
"Block Group 4, Census Tract 362.01, Philadelphia County, Pennsylvania",1389,1001,42,101,036201,4,0.720662347012239,0.27933765298776103
"Block Group 2, Census Tract 369, Philadelphia County, Pennsylvania",2050,1359,42,101,036900,2,0.6629268292682927,0.3370731707317073
"Block Group 2, Census Tract 373, Philadelphia County, Pennsylvania",2643,2392,42,101,037300,2,0.9050321604237609,0.09496783957623911
"Block Group 4, Census Tract 372, Philadelphia County, Pennsylvania",1537,486,42,101,037200,4,0.3162003903708523,0.6837996096291477
"Block Group 3, Census Tract 383, Philadelphia County, Pennsylvania",1012,159,42,101,038300,3,0.15711462450592886,0.8428853754940712
"Block Group 2, Census Tract 41.01, Philadelphia County, Pennsylvania",1751,384,42,101,004101,2,0.2193032552826956,0.7806967447173044
"Block Group 4, Census Tract 41.01, Philadelphia County, Pennsylvania",1826,1035,42,101,004101,4,0.5668127053669222,0.4331872946330778
"Block Group 1, Census Tract 42.02, Philadelphia County, Pennsylvania",1109,931,42,101,004202,1,0.8394950405770965,0.16050495942290355
"Block Group 1, Census Tract 55, Philadelphia County, Pennsylvania",2212,286,42,101,005500,1,0.12929475587703435,0.8707052441229657
"Block Group 4, Census Tract 70, Philadelphia County, Pennsylvania",447,0,42,101,007000,4,0.0,1.0
"Block Group 2, Census Tract 70, Philadelphia County, Pennsylvania",577,10,42,101,007000,2,0.01733102253032929,0.9826689774696707
"Block Group 2, Census Tract 80, Philadelphia County, Pennsylvania",1029,384,42,101,008000,2,0.37317784256559766,0.6268221574344024
"Block Group 1, Census Tract 80, Philadelphia County, Pennsylvania",901,161,42,101,008000,1,0.17869034406215317,0.8213096559378468
"Block Group 4, Census Tract 94, Philadelphia County, Pennsylvania",1088,2,42,101,009400,4,0.001838235294117647,0.9981617647058824
"Block Group 3, Census Tract 37.01, Philadelphia County, Pennsylvania",2329,129,42,101,003701,3,0.0553885787891799,0.9446114212108201
"Block Group 4, Census Tract 291, Philadelphia County, Pennsylvania",758,139,42,101,029100,4,0.18337730870712401,0.816622691292876
"Block Group 2, Census Tract 291, Philadelphia County, Pennsylvania",2096,406,42,101,029100,2,0.19370229007633588,0.8062977099236641
"Block Group 2, Census Tract 301, Philadelphia County, Pennsylvania",1353,454,42,101,030100,2,0.3355506282335551,0.6644493717664449
"Block Group 4, Census Tract 301, Philadelphia County, Pennsylvania",494,267,42,101,030100,4,0.5404858299595142,0.4595141700404858
"Block Group 5, Census Tract 137, Philadelphia County, Pennsylvania",1363,478,42,101,013700,5,0.35069699192956716,0.6493030080704328
"Block Group 2, Census Tract 115, Philadelphia County, Pennsylvania",1341,115,42,101,011500,2,0.08575689783743475,0.9142431021625652
"Block Group 4, Census Tract 115, Philadelphia County, Pennsylvania",986,32,42,101,011500,4,0.032454361054766734,0.9675456389452333
"Block Group 4, Census Tract 290, Philadelphia County, Pennsylvania",1636,168,42,101,029000,4,0.10268948655256724,0.8973105134474327
"Block Group 2, Census Tract 30.01, Philadelphia County, Pennsylvania",800,448,42,101,003001,2,0.56,0.43999999999999995
"Block Group 4, Census Tract 28.02, Philadelphia County, Pennsylvania",1138,1056,42,101,002802,4,0.9279437609841827,0.07205623901581726
"Block Group 3, Census Tract 177.01, Philadelphia County, Pennsylvania",1685,592,42,101,017701,3,0.3513353115727003,0.6486646884272997
"Block Group 5, Census Tract 326, Philadelphia County, Pennsylvania",585,277,42,101,032600,5,0.4735042735042735,0.5264957264957265
"Block Group 2, Census Tract 363.01, Philadelphia County, Pennsylvania",1781,1179,42,101,036301,2,0.6619876473891072,0.3380123526108928
"Block Group 1, Census Tract 353.02, Philadelphia County, Pennsylvania",2050,1828,42,101,035302,1,0.8917073170731707,0.10829268292682925
"Block Group 2, Census Tract 355, Philadelphia County, Pennsylvania",1683,1555,42,101,035500,2,0.9239453357100416,0.07605466428995844
"Block Group 3, Census Tract 362.03, Philadelphia County, Pennsylvania",2840,2683,42,101,036203,3,0.944718309859155,0.05528169014084505
